[0;36m(EngineCore_DP0 pid=432)[0;0m INFO 03-05 15:05:56 [nixl_connector.py:1080] NIXL compatibility check passed (hash: f5d75f12ec071545714795b4753d5ab78f2eb88c72dcd34a6e1f82e11c83aa18)
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:00 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 28.4 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.625, P90 xfer time (ms)=28.91, Avg post time (ms)=1.551, P90 post time (ms)=1.565, Avg MB per transfer=1280.0, Throughput (MB/s)=44716.157, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:10 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.949, P90 xfer time (ms)=28.949, Avg post time (ms)=1.58, P90 post time (ms)=1.58, Avg MB per transfer=1280.0, Throughput (MB/s)=44215.69, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:20 [loggers.py:257] Engine 000: Avg prompt throughput: 409.5 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.875, P90 xfer time (ms)=28.875, Avg post time (ms)=1.582, P90 post time (ms)=1.582, Avg MB per transfer=1280.0, Throughput (MB/s)=44329.004, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:30 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.811, P90 xfer time (ms)=28.811, Avg post time (ms)=1.564, P90 post time (ms)=1.564, Avg MB per transfer=1280.0, Throughput (MB/s)=44427.476, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:40 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.3 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.966, P90 xfer time (ms)=28.966, Avg post time (ms)=1.58, P90 post time (ms)=1.58, Avg MB per transfer=1280.0, Throughput (MB/s)=44189.74, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:50 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 28.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:13:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.143, P90 xfer time (ms)=28.198, Avg post time (ms)=1.55, P90 post time (ms)=1.565, Avg MB per transfer=1280.0, Throughput (MB/s)=45482.003, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:00 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.931, P90 xfer time (ms)=28.931, Avg post time (ms)=1.545, P90 post time (ms)=1.545, Avg MB per transfer=1280.0, Throughput (MB/s)=44243.199, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:10 [loggers.py:257] Engine 000: Avg prompt throughput: 409.5 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.359, P90 xfer time (ms)=28.359, Avg post time (ms)=1.589, P90 post time (ms)=1.589, Avg MB per transfer=1280.0, Throughput (MB/s)=45135.583, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:20 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.056, P90 xfer time (ms)=28.056, Avg post time (ms)=1.564, P90 post time (ms)=1.564, Avg MB per transfer=1280.0, Throughput (MB/s)=45623.04, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:30 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 29.8 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.179, P90 xfer time (ms)=28.179, Avg post time (ms)=1.595, P90 post time (ms)=1.595, Avg MB per transfer=1280.0, Throughput (MB/s)=45423.897, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:40 [loggers.py:257] Engine 000: Avg prompt throughput: 819.1 tokens/s, Avg generation throughput: 30.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.438, P90 xfer time (ms)=28.442, Avg post time (ms)=1.564, P90 post time (ms)=1.574, Avg MB per transfer=1280.0, Throughput (MB/s)=45010.198, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:50 [loggers.py:257] Engine 000: Avg prompt throughput: 409.5 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:14:50 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.087, P90 xfer time (ms)=28.087, Avg post time (ms)=1.556, P90 post time (ms)=1.556, Avg MB per transfer=1280.0, Throughput (MB/s)=45572.685, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:00 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:00 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.272, P90 xfer time (ms)=28.272, Avg post time (ms)=1.552, P90 post time (ms)=1.552, Avg MB per transfer=1280.0, Throughput (MB/s)=45274.477, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:10 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:10 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.188, P90 xfer time (ms)=28.188, Avg post time (ms)=1.586, P90 post time (ms)=1.586, Avg MB per transfer=1280.0, Throughput (MB/s)=45409.394, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:20 [loggers.py:257] Engine 000: Avg prompt throughput: 819.2 tokens/s, Avg generation throughput: 28.3 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:20 [metrics.py:103] KV Transfer metrics: Num successful transfers=2, Avg xfer time (ms)=28.638, P90 xfer time (ms)=28.668, Avg post time (ms)=1.575, P90 post time (ms)=1.588, Avg MB per transfer=1280.0, Throughput (MB/s)=44695.078, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:30 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:30 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.676, P90 xfer time (ms)=28.676, Avg post time (ms)=1.548, P90 post time (ms)=1.548, Avg MB per transfer=1280.0, Throughput (MB/s)=44636.63, Avg number of descriptors=40960.0
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:40 [loggers.py:257] Engine 000: Avg prompt throughput: 409.6 tokens/s, Avg generation throughput: 31.7 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 1.2%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 100.0%
[0;36m(APIServer pid=1)[0;0m INFO 03-05 15:15:40 [metrics.py:103] KV Transfer metrics: Num successful transfers=1, Avg xfer time (ms)=28.356, P90 xfer time (ms)=28.356, Avg post time (ms)=1.567, P90 post time (ms)=1.567, Avg MB per transfer=1280.0, Throughput (MB/s)=45140.358, Avg number of descriptors=40960.0
